demo_resp_gen,demo_age,demo_edu,demo_caste,demo_caste_oth,demo_religion,demo_religion_oth,demo_shg,hh_id_long_anon_str,demo_hoh_gender,demo_hoh_jati,demo_hoh_jati_oth,demo_ration_ownerhsip,demo_ration_type,demo_house_area,demo_house_area_unit,demo_house_area_unit_oth,demo_land_ownership,demo_land_ownership_os,demo_roof_material,demo_wall_material,demo_floor_material,demo_room_ct,demo_kitchen,demo_bathroom,demo_fuel_source_main,demo_fuel_source_oth,demo_drink_water,demo_drink_water_source_oth,demo_male_defec,demo_fem_defec,demo_toilet_type,demo_livestock_revenue,demo_income,demo_asset_sew_machine,demo_asset_refrigerator,demo_asset_wash_machine,demo_asset_almirah,demo_asset_kerosene_stove,demo_asset_stove,demo_asset_cycle,demo_asset_rickshaw,demo_asset_scooter,demo_asset_car_jeep,demo_asset_e_rickshaw,demo_asset_landline,demo_asset_mobile,demo_asset_tv,demo_asset_cd_dvd,demo_asset_fan,demo_asset_computer,demo_asset_pressure_cook,demo_asset_cooler,demo_asset_air_condo,demo_asset_radio,demo_asset_cylinder,demo_asset_cable,demo_asset_gold,demo_asset_silver,demo_ration_ownership,demo_location,demo_fem_hoh_edu,demo_asset_furniture,demo_asset_motorcycle,demo_asset_car,demo_asset_jeep,demo_asset_tractor,demo_fuel_kerosene,demo_fuel_firewood,demo_fuel_cropres,demo_fuel_coal,demo_fuel_dung,demo_fuel_electricity,demo_fuel_dk,demo_fuel_ref,demo_fuel_oth,demo_fem_edu,demo_fem_edu_oth,state_id,state_id_str,district_id,district_id_str,psu_id,psu_id_str,sampling_frame,ppi_score_raw,ppi_quartile,state,district,consent,demo_ag_hh,demo_ag_dec_mkr,demo_agdm_avail,demo_agdm_consent,agr_sow_status,agr_no_sow,agr_land_cult,agr_land_unit,agr_land_rented,agr_land_cult_prevyr,agr_land_rent_prevyr,agr_crop_most,agr_crop_money,agr_fert_cost,agr_fert_cost_prevyr,agr_fert_cost_change,agr_fert_amt_change,agr_fert_diffs,agr_fert_diffs_shut,agr_fert_diffs_nostock,agr_fert_diffs_aadhar,agr_fert_diffs_charge,agr_fert_diffs_oth,agr_fert_diffs_none,agr_fert_diffs_ref,agr_borrow,agr_no_borrow,agr_borrow_kcc,agr_borrow_prevyr,agr_no_borrow_prevyr,agr_borrow_kcc_prevyr,agr_complete,demo_hh_size,con_lckdwn,con_wk,demo_gen_ag,demo_gen_nonag,con_limit_lckdwn,con_limit_lckdwn_reduce,con_limit_lckdwn_out,con_limit_lckdwn_hungry,con_limit_lckdwn_noeat,con_limit_lckdwn_none,con_limit_lckdwn_ref,con_limit_wk,con_limit_wk_reduce,con_limit_wk_out,con_limit_wk_hungry,con_limit_wk_noeat,con_limit_wk_none,con_limit_wk_ref,con_complete,mig_size,mig_return_size,mig_future_mig,mig_most_inc,mig_location,mig_lckdwn_work,mig_avg_wage,mig_wage_unit,mig_curr_work,mig_daily_wage,mig_wage_unit_curr,mig_complete,lab_lckdwn_occu,lab_lckdwn_wage,lab_lckdwn_freq,lab_curr_occu,lab_curr_wage,lab_curr_freq,lab_nowork,lab_nowork_none,lab_nowork_cant_find,lab_nowork_wages,lab_nowork_materials,lab_nowork_covid_choice,lab_nowork_fines,lab_nowork_sick,lab_nowork_oth,lab_nowork_ref,lab_complete,rel_bank,rel_transfer_rec,rel_check_balance,rel_transfer_amt,rel_transfer_mem,rel_withdraw_try,rel_withdraw_notry,rel_withdraw_atm,rel_withdraw_biz,rel_withdraw_shg,rel_withdraw_unable,rel_withdraw_ref,rel_no_withdraw,rel_nowithdraw_crowd,rel_nowithdraw_health,rel_nowithdraw_far,rel_nowithdraw_nocash,rel_nowithdraw_closed,rel_nowithdraw_unavail,rel_nowithdraw_fail,rel_nowithdraw_oth,rel_nowithdraw_ref,rel_mnrega,rel_mnrega_delay,rel_mnrega_avg,rel_shg_rec,rel_shg_ppe,rel_shg_san,rel_shg_info,rel_shg_food,rel_shg_meds,rel_shg_econ_loan,rel_shg_con_loan,rel_shg_grains,rel_shg_norec,rel_shg_none,rel_shg_dk,rel_shg_ref,rel_ration_card,rel_pds_rec,rel_pds_rec_wheat,rel_pds_rec_rice,rel_pds_rec_pulses,rel_pds_rec_oth,rel_pds_rec_none,rel_pds_rec_ref,rel_pds_wheat_free,rel_pds_rice_free,rel_pds_wheat_buy,rel_pds_rice_buy,rel_pds_wheat_prc,rel_pds_rice_prc,rel_nonpds_wheat_buy,rel_nonpds_rice_buy,rel_nonpds_wheat_prc,rel_nonpds_rice_prc,rel_complete,hea_fac_visit,hea_fac_type,hea_service,hea_service_oth,hea_avoid,hea_avoid_serv,hea_avoid_treat,hea_avoid_imm,hea_avoid_anc,hea_avoid_fp,hea_avoid_child_grw,hea_avoid_checkup,hea_avoid_edu,hea_avoid_ref,hea_avoid_oth,hea_symp,hea_symp_fever,hea_symp_cough,hea_symp_tired,hea_symp_breath,hea_symp_pain,hea_symp_appetite,hea_symp_throat,hea_symp_diarrhea,hea_symp_nausea,hea_symp_congest,hea_symp_smell,hea_symp_ref,hea_symp_oth,hea_prev,hea_prev_wash,hea_prev_san,hea_prev_cover,hea_prev_face,hea_prev_dist,hea_prev_crowd,hea_prev_sick,hea_prev_contact,hea_prev_touch,hea_prev_clean,hea_prev_mask,hea_prev_nospit,hea_prev_home,hea_prev_ref,hea_prev_oth,hea_complete,fully_complete
Male,33,,Other Backward Caste,,Christianity,,Yes,28544507089795,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"No, Not currently owning","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"Yes, currently own",,"No, Not currently owning",,,"No, Not currently owning",,,,,,Rural,Never been enrolled in any educational institution,No,No,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,631,631,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3000,1500,,Male,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Daily wage labour in non-agriculture,500,3,Daily wage labour in non-agriculture,550,7,,,,,,,,,,,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Does not have a job card,,230,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,10,,0,,,,25,,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,25,,Other Backward Caste,,Hinduism,,Yes,28544507092675,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Higher Secondary (12-14 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,634,634,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5000,1000,,Female,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,Someone other than the respondent,Work town,6,100,Respondent knows daily wage,-999,,,1,Salaried job in private company,7,7,Salaried job in private company,160,7,,,,,,,,,,,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,No,150,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3 99,0,1,1,1,0,0,,10,,0,,,,30,,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,27,,Other Backward Caste,,Hinduism,,No,28544507092778,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"No, Not currently owning",,,"No, Not currently owning",,,,,,Rural,Middle (8-9 grade),No,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,634,634,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3300,1500,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Daily wage labour in non-agriculture,150,2,6,0,0,0,0,0,0,1,0,0,1,Yes,No,No,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,Yes,130,1 2 3 8,1,1,1,0,0,0,0,1,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,40,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,39,,Scheduled Tribe,,Hinduism,,Yes,28544507093623,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Graduate or higher (15 or above),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,626,626,SBCC,,,Andhra Pradesh,544,Yes,Yes,Yes,,,"I plan to cultivate land in the monsoon season, but haven't started sowing",,2,Acres,0,1,0,Paddy,,5000,2000,Prices of all have increased,Quantities of all have decreased,99,0,0,0,0,1,0,0,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,6,2500,600,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,Did not try but has a job card,,-999,1 3,1,0,1,0,0,0,0,0,0,0,0,0,Yes,2 3 99,0,1,1,1,0,0,,25,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,25,,Other Backward Caste,,Hinduism,,Yes,28544507115336,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"Yes, currently own","Yes, currently own",,"Yes, currently own",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Secondary (10-11 grade),Yes,No,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,633,633,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4000,1000,,Female,1 3,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,1,Did not work for income,,,"Daily wage labour in agriculture,",150,1,6,0,0,0,0,0,0,1,0,0,1,Yes,Yes,,1500,1,3,0,0,1,0,0,0,,,,,,,,,,,Tried and got work for some of the days,Yes,130,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2,0,1,0,0,0,0,,20,,0,,,,25,,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Other Backward Caste,,Hinduism,,Yes,28544507115715,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"No, Not currently owning","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"No, Not currently owning",,,"No, Not currently owning",,,,,,Rural,Primary (5-7 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,633,633,SBCC,,,Andhra Pradesh,544,Yes,Yes,Yes,,,I have completed sowing,,2,Acres,0,2,0,Sugarcane,,0,0,,,,,,,,,,,0,"Did not need a loan, used personal savings",,50000,,0,1,8,10000,2000,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Does not have a job card,,200,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,25,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,General,,Hinduism,,Yes,28544507151855,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Secondary (10-11 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,630,630,SBCC,,,Andhra Pradesh,544,Yes,Yes,Yes,,,I have completed sowing,,2,Acres,0,2,0,Paddy,,500,500,Prices have stayed the same,Quantities of all have decreased,0,0,0,0,0,0,1,0,0,Other,,30000,,0,1,9,8000,2500,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,9500,1,2,0,1,0,0,0,0,,,,,,,,,,,Tried and got work for some of the days,Yes,180,1 3,1,0,1,0,0,0,0,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,30,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Scheduled Tribe,,Hinduism,,No,28544507277834,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"No, Not currently owning",,,"No, Not currently owning",,,,,,Rural,Graduate or higher (15 or above),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,628,628,SBCC,,,Andhra Pradesh,544,Yes,Yes,Yes,,,I have completed sowing,,2,Cents,0,194,0,Cashewnut,,0,1500,,,,,,,,,,,0,"Needed a loan and found a lender, but interest rates and/or collateral requireme",,0,Other,,1,4,7000,900,Female,Male,1 3 4,1,0,1,1,0,0,1 3,1,0,1,0,0,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,Yes,220,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,10,,0,,,,25,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,21,,Scheduled Tribe,,Hinduism,,Yes,28544507277879,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"No, Not currently owning","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,"No, Not currently owning",,,"No, Not currently owning",,,,,,Rural,Secondary (10-11 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,628,628,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12000,4000,,Female,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Daily wage labour in non-agriculture,200,3,99,0,0,0,0,0,0,0,1,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Does not have a job card,,200,3 7,0,0,1,0,0,0,1,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,15,,0,,,,50,,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,25,,Other Backward Caste,,Hinduism,,Yes,28544507293797,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"No, Not currently owning","Yes, currently own",,"Yes, currently own",,"No, Not currently owning",,,"No, Not currently owning",,,,,,Rural,Never been enrolled in any educational institution,Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,635,635,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8000,1600,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Daily wage labour in non-agriculture,175,6,1,0,1,0,0,0,0,0,0,0,1,Yes,Yes,,1000,1,2,0,1,0,0,0,0,,,,,,,,,,,Tried and got work for all of the days,Yes,175,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,20,,0,,,,25,,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,33,,Other Backward Caste,,Hinduism,,Yes,28544507293839,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Middle (8-9 grade),Yes,No,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,635,635,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5000,1100,,Male,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Daily wage labour in non-agriculture,210,5,Self-employed in non-cultivation,400,7,,,,,,,,,,,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,No,210,1,1,0,0,0,0,0,0,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,20,,0,,,,25,,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,,,Other Backward Caste,,Hinduism,,Yes,285445073941022,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Higher Secondary (12-14 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,632,632,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5000,1000,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Did not work for income,,,0,1,0,0,0,0,0,0,0,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Does not have a job card,,-999,1 6,1,0,0,0,0,1,0,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,15,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Scheduled Tribe,,Hinduism,,Yes,285445074201017,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"Yes, currently own","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"Yes, currently own",,,,,,Rural,Secondary (10-11 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,627,627,SBCC,,,Andhra Pradesh,544,Yes,Yes,Yes,,,I have completed sowing,,2,Acres,0,2,0,Paddy,,200,0,Prices of all have decreased,Quantities of all have increased,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,20000,,0,1,4,3000,500,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,1500,2,3,0,0,1,0,0,0,,,,,,,,,,,Does not have a job card,,150,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,5,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Scheduled Tribe,,Hinduism,,Yes,285445074201135,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"No, Not currently owning",,,"No, Not currently owning",,,,,,Rural,Never been enrolled in any educational institution,Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,627,627,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5000,1000,,Male,1 3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Daily wage labour in non-agriculture,350,3,Daily wage labour in non-agriculture,300,3,99,0,0,0,0,0,0,0,1,0,1,Yes,No,No,,,,,,,,,,,,,,,,,,,,Tried and got work for all of the days,Yes,220,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,Yes,2 3 99,0,1,1,1,0,0,,20,,0,,,,15,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Female,,,Other Backward Caste,,Hinduism,,No,285445075271285,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Urban,Secondary (10-11 grade),Yes,No,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,637,637,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1000,500,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Did not work for income,,,0,1,0,0,0,0,0,0,0,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Does not have a job card,,-999,1 2 3 4,1,1,1,1,0,0,0,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,15,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Scheduled Caste;,,Islam,,Yes,28544507530390,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Higher Secondary (12-14 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,629,629,SBCC,,,Andhra Pradesh,544,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20000,1100,,Female,1 3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Other,240,6,99,0,0,0,0,0,0,0,1,0,1,Yes,No,No,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,Yes,240,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3 99,0,1,1,1,0,0,,35,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,25,,General,,Hinduism,,Yes,2854450753076,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","Yes, currently own",,"Yes, currently own",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Secondary (10-11 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,544,544,629,629,SBCC,,,Andhra Pradesh,544,Yes,Yes,Yes,,,I have completed sowing,,2,Acres,1,3,2,Paddy,,2000,3000,Prices of all have increased,Quantities of all have increased,3,0,0,1,0,0,0,0,100000,,0,130000,,0,1,5,8000,600,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,Respondent,Home town,2,600,Respondent knows daily wage,1,600,Respondent knows daily wage,1,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,Did not try but has a job card,,200,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2,0,1,0,0,0,0,,25,,0,,,,25,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Scheduled Caste;,,Hinduism,,Yes,28545344057154,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"No, Not currently owning",,,"No, Not currently owning",,,,,,Rural,Secondary (10-11 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,545,545,638,638,SBCC,,,Andhra Pradesh,545,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-999,1000,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,Someone other than the respondent,Home town,0,,,0,,,1,Did not work for income,,,Did not work for income,,,1,0,1,0,0,0,0,0,0,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,No,150,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3 99,0,1,1,1,0,0,,20,,0,,,,25,,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Scheduled Caste;,,Hinduism,,No,28545344057425,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","Yes, currently own",,"Yes, currently own",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Graduate or higher (15 or above),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,545,545,638,638,SBCC,,,Andhra Pradesh,545,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4000,600,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Daily wage labour in non-agriculture,500,4,Did not work for income,,,1,0,1,0,0,0,0,0,0,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Does not have a job card,,100,3,0,0,1,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,,15,,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Male,,,Other Backward Caste,,Hinduism,,Yes,285453441551473,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, currently own",,"Yes, currently own",,"Yes, currently own","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,Rural,Secondary (10-11 grade),Yes,Yes,No,No,,,,,,,,,,,,,Andhra Pradesh,28,545,545,647,647,SBCC,,,Andhra Pradesh,545,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8000,2000,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Other,237,7,Daily wage labour in non-agriculture,240,4,1 2,0,1,1,0,0,0,0,0,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,Yes,240,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,10,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
